EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,RULING_YEAR,NTEE_NAME,CLUSTER_KMEANS
465500875,BRADDOCK METRO CIVIC COALITION,% BRADDOCK METRO CITIZENS COALITION,1122 MADISON ST,ALEXANDRIA,VA,22314-1686,0,4,3,3000,2014-12-01,2,0,0,5,1,202012.0,0,0,2,0,12,0.0,0.0,0.0,R11,BMCC,2014.0,"Civil Rights, Social Action & Advocacy",0
465541606,SEAFOOD HARVESTERS OF AMERICA,% CHRISTOPHER BROWN SR,1717 K ST NW STE 900,WASHINGTON,DC,20006-5349,0,4,3,3000,2014-08-01,2,0,0,1,1,202112.0,4,4,1,0,12,212557.0,170574.0,170574.0,C30,,2014.0,Environment,0
465551231,WEVE GOT YOUR BACK NFP,,PO BOX 221392,CHICAGO,IL,60622-0110,0,3,3,1000,2018-04-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R20,,2018.0,"Civil Rights, Social Action & Advocacy",0
471170242,ERA COALITION INC,% JESSICA NEUWIRTH,1 THOMAS CIR NW STE 700,WASHINGTON,DC,20005-5800,0,4,3,3000,2015-02-01,2,0,0,1,1,202112.0,4,4,1,0,12,225897.0,247990.0,232249.0,R20,,2015.0,"Civil Rights, Social Action & Advocacy",0
471180199,FUND FOR WOMENS EQUALITY INC,% C/O JESSICA NEUWIRTH,1 THOMAS CIR NW STE 700,WASHINGTON,DC,20005-5800,0,3,3,1000,2014-10-01,1,15,0,1,1,202112.0,6,6,1,0,12,1756705.0,1538022.0,1527857.0,R24,,2014.0,"Civil Rights, Social Action & Advocacy",0
471190348,TURKS AND CAICOS REEF FUND INC,% DON STARK,1243 W MELROSE ST,CHICAGO,IL,60657-3217,0,3,3,2000,2015-02-01,1,15,0,1,1,202207.0,4,4,1,0,7,270583.0,278154.0,273003.0,C30,,2015.0,Environment,0
471213186,CONSERVATIVES FOR CLEAN ENERGY INC,% MARK B FLEMING,514 DANIELS ST SUITE 239,RALEIGH,NC,27605-1317,0,3,3,1000,2014-09-01,1,15,0,1,1,202112.0,0,6,1,0,12,0.0,1008283.0,1008283.0,C99,,2014.0,Environment,0
471243337,YOUTH LEARNING AS CITIZEN ENVIRONMENTAL SCIENTISTS,% DIXON M BUTLER,1920 QUINCY ST NW,WASHINGTON,DC,20011-5338,0,3,3,1000,2014-12-01,1,15,0,1,1,202112.0,2,4,1,0,12,14577.0,131753.0,131753.0,C12,,2014.0,Environment,0
471364597,SIKH FREE PRESS,,1300 PENNSYLVANIA AVE NW UNIT 112,WASHINGTON,DC,20004-3017,0,3,3,1000,2015-01-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R20,,2015.0,"Civil Rights, Social Action & Advocacy",0
471747480,OLD TOWN NEIGHBORHOOD FOUNDATION,% PETER OBRIEN,1543 N WELLS STREET,CHICAGO,IL,60610-1363,0,3,3,1000,2015-07-01,1,15,0,1,1,202112.0,4,1,2,0,12,200159.0,2601.0,2601.0,C50,,2015.0,Environment,0
471793715,CATHOLIC MOBILIZING NETWORK,% KAREN CLIFTON,415 MICHIGAN AVE NE STE 210,WASHINGTON,DC,20017-4502,0,3,3,2700,2015-10-01,1,15,0,1,1,202206.0,4,5,1,0,6,430344.0,635737.0,634852.0,R99,,2015.0,"Civil Rights, Social Action & Advocacy",0
471802929,CLINIC VEST PROJECT,% BENITA ULISANO,2735 N CLARK 181,CHICAGO,IL,60614-1502,0,3,3,1000,2014-10-01,1,16,0,1,1,202212.0,3,3,2,0,12,64666.0,29803.0,29803.0,R61,,2014.0,"Civil Rights, Social Action & Advocacy",0
471872208,ULTRAVIOLET EDUCATION FUND,% SHAUNNA THOMAS,PO BOX 92592,WASHINGTON,DC,20090-2592,0,3,3,1000,2015-08-01,1,15,0,1,1,202112.0,6,6,1,0,12,2235451.0,3260659.0,3245169.0,R24,ULTRAVIOLET,2015.0,"Civil Rights, Social Action & Advocacy",0
471954393,TRANSFORMING LIVES & COMMUNITIES,% JAMES LUNDEEN,5629 W MADISON STREET,CHICAGO,IL,60644-3988,0,3,3,1270,2020-01-01,1,16,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,R12,,2020.0,"Civil Rights, Social Action & Advocacy",0
471965701,FOUNDATION FOR PLASTIC RECYCLING,% STEPHEN ALEXANDER,2050 M STREET NW,WASHINGTON,DC,20036-3598,0,3,3,1000,2019-05-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C27,,2019.0,Environment,0
472160168,MIDWEST ACCESS COALITION,,PO BOX 408363,CHICAGO,IL,60640-0009,0,3,3,1000,2016-07-01,1,15,0,1,1,202112.0,5,6,1,0,12,721812.0,1337516.0,1337516.0,R61,,2016.0,"Civil Rights, Social Action & Advocacy",0
472174617,NORTH CAROLINA BUSINESS COUNCIL INC,,6113 AMBER BLUFFS CRES,RALEIGH,NC,27616-5169,0,3,3,1200,2017-12-01,1,15,0,1,1,202212.0,2,3,1,0,12,19558.0,60543.0,60543.0,C01,,2017.0,Environment,0
472181285,SOUTHERN CONSERVATION PARTNERS INC,,PO BOX 33222,RALEIGH,NC,27636-3222,0,3,3,1000,2014-11-01,1,15,0,1,1,202212.0,5,6,1,0,12,839586.0,1286842.0,1286842.0,C30,,2014.0,Environment,0
472211337,EVERY TRAY COUNTS,% SUE SCOPE,PO BOX 98564,RALEIGH,NC,27624-8564,0,3,3,1200,2015-04-01,1,15,0,1,1,202012.0,0,0,2,0,12,0.0,0.0,0.0,C27,,2015.0,Environment,0
472298306,LIBERATION - DC,,617 FLORIDA AVE NW,WASHINGTON,DC,20001-1852,0,3,3,2000,2015-04-01,1,15,0,2,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R99,,2015.0,"Civil Rights, Social Action & Advocacy",0
472302336,SIMPLY SUSTAINED,% MONJIA BELIZAIRE,2216 MARTIN LUTHER KING JR AVE SE,WASHINGTON,DC,20020-5734,0,3,3,1000,2014-11-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C02,,2014.0,Environment,0
472547128,NATIONAL FISH HABITAT FUND INC,% RYAN ROBERTS,1100 1ST ST NE STE 825,WASHINGTON,DC,20002-5081,0,3,3,1000,2015-06-01,1,15,0,1,1,202212.0,6,6,1,0,12,1398536.0,1586940.0,1586940.0,C02,,2015.0,Environment,0
472562402,INTERFAITH ACTION FOR HUMAN RIGHTS,% RABBI CHARLES FEINBERG,1316 GERANIUM ST NW,WASHINGTON,DC,20012-1706,0,3,3,1270,2015-05-01,1,16,0,1,1,202112.0,3,4,1,0,12,91054.0,204973.0,204973.0,R99,,2015.0,"Civil Rights, Social Action & Advocacy",0
472680536,MAMIE D LEE GARDEN ASSOCIATION,,PO BOX 60551,WASHINGTON,DC,20039-0551,0,3,3,1280,2016-07-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C42,,2016.0,Environment,0
472723307,ADVOCATES FOR INCLUSIVE EDUCATION,,PO BOX 30242,RALEIGH,NC,27622-0242,0,3,3,1200,2019-02-01,1,16,0,1,1,202012.0,0,0,2,0,12,0.0,0.0,0.0,R23,,2019.0,"Civil Rights, Social Action & Advocacy",0
472738753,GREATER GREATER WASHINGTON,% DAVID ALPERT,80 M ST SE STE 100,WASHINGTON,DC,20003-3550,0,4,3,3000,2016-04-01,2,0,0,1,1,202112.0,5,5,1,0,12,879959.0,976969.0,976969.0,R01,,2016.0,"Civil Rights, Social Action & Advocacy",0
472913456,GENDERAVENGER,% SUSAN ASKEW,318 PRINCE ST APT 7,ALEXANDRIA,VA,22314-3342,0,3,3,1000,2015-11-01,1,15,0,1,1,202109.0,3,4,1,0,9,58717.0,186786.0,186786.0,R24,,2015.0,"Civil Rights, Social Action & Advocacy",0
472966791,CENTER FOR URBAN SUSTAINABILITY PROJECTS,% LEAH DURANT,1750 K ST NW STE 1100,WASHINGTON,DC,20006-2306,0,3,3,1000,2015-04-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C12,,2015.0,Environment,0
472972799,GLOBAL COMMUNITY IN ACTION,,3022 8TH ST SE,WASHINGTON,DC,20032-4210,0,3,3,1250,2016-03-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R22,,2016.0,"Civil Rights, Social Action & Advocacy",0
472999520,CITIZENS FOR RESPONSIBLE ENERGY SOLUTIONS FORUM,% JAMES DOZIER,1201 PENNSYLVANIA AVE NW STE 220,WASHINGTON,DC,20004-2465,0,3,3,1000,2015-07-01,1,15,0,1,1,202206.0,6,7,1,0,6,4835781.0,7558972.0,7558972.0,C20,CRES FORUM,2015.0,Environment,0
473079020,WOMEN IN RESTORATION & ENGINEERING,,1801 W LARCHMONT AVE APT 504,CHICAGO,IL,60613-2476,0,3,3,1200,2020-01-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C03,WOMENWIRE,2020.0,Environment,0
473285181,VIVANTE ESPERO,% R WILLIAM VAN DER WALL,PO BOX 25423,RALEIGH,NC,27611-5423,0,3,3,1200,2015-03-01,1,16,0,1,1,202212.0,5,4,1,0,12,509484.0,430533.0,206025.0,R99,,2015.0,"Civil Rights, Social Action & Advocacy",0
473424631,URBAN PHYSIC GARDEN,% MELINDA RING MD,4819 S KIMBARK AVE,CHICAGO,IL,60615-1915,0,3,3,2000,2015-10-01,1,15,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,C60,,2015.0,Environment,0
473467663,CENTER FOR ALTERNATIVE INVESTMENT EDUCATION,% BROOKE HARLOW,1301 PENNSYLVANIA AVE NW STE 350,WASHINGTON,DC,20004-1734,0,3,3,1000,2015-07-01,1,15,0,1,1,202209.0,0,0,2,0,9,0.0,0.0,0.0,C35,,2015.0,Environment,0
473517179,THE LEVERAGE NETWORK INC,% ANTOINETTE HARDY WALLER,200 S WACKER DR STE 3100,CHICAGO,IL,60606-5877,0,3,3,1000,2015-05-01,1,16,0,1,1,202112.0,5,5,1,0,12,636417.0,642101.0,532589.0,R22,,2015.0,"Civil Rights, Social Action & Advocacy",0
473521690,EMPOWERED WOMEN,,1707 ALLISON ST NW,WASHINGTON,DC,20011-4231,0,3,3,2000,2015-09-01,1,15,0,1,1,201912.0,3,2,2,0,12,87361.0,10000.0,10000.0,R05,,2015.0,"Civil Rights, Social Action & Advocacy",0
473522162,WINDWARD FUND,% RACHEL BRINKERS,1828 L STREET NW SUITE 300-C,WASHINGTON,DC,20036-5109,0,3,3,1200,2015-06-01,1,15,0,1,1,202112.0,9,9,1,0,12,328195647.0,303540493.0,274341513.0,C30,,2015.0,Environment,0
473551981,INVISIBLE INSTITUTE,,6100 S BLACKSTONE AVE,CHICAGO,IL,60637-2912,0,3,3,1000,2016-02-01,1,15,0,1,1,202212.0,6,6,1,0,12,1805271.0,2009720.0,2009720.0,R20,,2016.0,"Civil Rights, Social Action & Advocacy",0
473553715,LIBERATUS,% MR CALEB PAXTON,PO BOX 4897,ALEXANDRIA,VA,22303-0897,0,3,3,2000,2015-11-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R19,LIBERTAS,2015.0,"Civil Rights, Social Action & Advocacy",0
473812096,MUSLIM AMERICAN LEADERSHIP ALLIANCE,% ZAINAB KHAN,47 W DIVISION ST STE 159,CHICAGO,IL,60610-2954,0,3,3,1000,2015-05-01,1,15,0,1,1,202112.0,3,4,1,0,12,76543.0,303360.0,303360.0,R20,,2015.0,"Civil Rights, Social Action & Advocacy",0
473831080,CHAPMAN KELLEY WILDFLOWER WORKS FOUNDATION,,161 N CLARK ST STE 4300,CHICAGO,IL,60601-3315,0,3,3,2000,2015-06-01,1,15,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,C30,,2015.0,Environment,0
474044798,CENTER FOR AMERICAN INTERESTS INC,,PO BOX 26141,ALEXANDRIA,VA,22313-6141,0,3,3,1000,2016-11-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,R19,,2016.0,"Civil Rights, Social Action & Advocacy",0
474074652,SEASONED SETTLERS,% SWEEETZ LABAMBA,2833 ALABAMA AVE SE,WASHINGTON,DC,20020-9995,0,3,3,2350,2018-12-01,1,16,0,1,1,202207.0,0,0,2,0,7,0.0,0.0,0.0,R23,,2018.0,"Civil Rights, Social Action & Advocacy",0
474150531,FRIENDS OF THEODORE ROOSEVELT ISLAND INC,% JANET M WIDMER,1616 PORTAL DR NW,WASHINGTON,DC,20012-1114,0,3,3,1200,2015-07-01,1,16,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C99,,2015.0,Environment,0
474156415,FREEDOM FOR ALL AMERICANS,,1629 K ST NW STE 300,WASHINGTON,DC,20006-1631,0,4,3,3000,2015-11-01,2,0,0,1,1,202212.0,3,4,1,0,12,41260.0,139450.0,139450.0,R26,,2015.0,"Civil Rights, Social Action & Advocacy",0
474349539,CENTER FOR WATER SECURITY AND COOPERATION,,1701 PENNSYLVANIA AVE NW STE 200,WASHINGTON,DC,20006-5823,0,3,3,1200,2015-10-01,1,15,0,1,1,202206.0,4,4,1,0,6,131526.0,141096.0,141096.0,C32,,2015.0,Environment,0
474353114,ANACOSTIA WATERFRONT TRUST,% DOUG SIGLIN,1310 L ST NW STE 325,WASHINGTON,DC,20005-4670,0,3,3,1000,2015-12-01,1,15,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,C32,,2015.0,Environment,0
474418013,TRANSFORMATIVE JUSTICE COALITION,% BARBARA ARNWINE,1150 CONNECTICUT AVE NW STE 401,WASHINGTON,DC,20036-4167,0,3,3,2000,2016-04-01,1,15,0,1,1,202212.0,6,6,1,0,12,1652373.0,3639844.0,3639844.0,R40,,2016.0,"Civil Rights, Social Action & Advocacy",0
474537172,INJUSTICE WATCH NFP,% FREDRIC TULSKY,55 E JACKSON BLVD STE 640,CHICAGO,IL,60604-4402,0,3,3,2000,2015-08-01,1,15,0,1,1,202112.0,5,6,1,0,12,666937.0,1284252.0,1284252.0,R05,,2015.0,"Civil Rights, Social Action & Advocacy",0
474596232,PRIORITIES USA,,1001 G ST NW STE 450,WASHINGTON,DC,20001-4541,0,4,3,3000,2017-07-01,2,0,0,1,1,202112.0,7,8,1,0,12,5947758.0,14237293.0,14237293.0,R40,,2017.0,"Civil Rights, Social Action & Advocacy",0
474699622,PROJECT HEARTLAND,% ERIC KOFFLER,1122 WEST NEWPORT AVENUE,CHICAGO,IL,60657-1598,0,3,3,1000,2015-08-01,1,15,0,1,1,202205.0,0,0,2,0,5,0.0,0.0,0.0,R26,,2015.0,"Civil Rights, Social Action & Advocacy",0
474703858,SOLAR BUSINESS INSTITUTE,% DANA SLEEPER,PO BOX 181,WASHINGTON,DC,20044-0181,0,3,3,1200,2015-08-01,1,16,0,1,1,202112.0,4,4,1,0,12,338607.0,476632.0,476632.0,C05,,2015.0,Environment,0
474774230,GARDEN CLUB OF WAYNEWOOD,% PATRICIA CASEY TREAS,510 TENNESSEE AVE,ALEXANDRIA,VA,22305-1335,0,7,3,1000,2015-12-01,2,0,0,5,1,202206.0,0,0,2,0,6,0.0,0.0,0.0,C42,,2015.0,Environment,0
474884260,DIVIDED FAMILIES USA,,6236 N LE MAI AVE,CHICAGO,IL,60646-4826,0,3,3,1000,2015-08-01,1,15,0,1,1,202209.0,0,0,2,0,9,0.0,0.0,0.0,R99,,2015.0,"Civil Rights, Social Action & Advocacy",0
474966416,ELLA BAKER ORGANIZING FUND,% REBECCA BELCORE,53 W JACKSON BLVD STE 701,CHICAGO,IL,60604-3480,0,3,3,1200,2016-03-01,1,15,0,1,1,202112.0,1,0,2,0,12,1.0,0.0,0.0,R20,,2016.0,"Civil Rights, Social Action & Advocacy",0
475173390,CTE STRATEGIC SOLUTIONS INC,,2821 ROUNDLEAF CT,RALEIGH,NC,27604-5474,0,3,3,2000,2020-05-01,1,15,0,1,1,202012.0,0,0,2,0,12,0.0,0.0,0.0,C12,,2020.0,Environment,0
475324172,OPENAQ INC,% CHRIS HAGERBAUMER,4301 50TH ST NW STE 300 # 1046,WASHINGTON,DC,20016-4395,0,3,3,1000,2018-09-01,1,15,0,1,1,202212.0,5,5,1,0,12,614928.0,648318.0,648318.0,C20,CHRISTA HASENKOPF,2018.0,Environment,0
475451231,FREE THE PEOPLE FIGHT THE POWER INC,% TERRY KIBBE,611 PENNSYLVANIA AVE SE NO 259,WASHINGTON,DC,20003-4303,0,4,3,3000,2016-04-01,2,0,0,1,1,202110.0,3,1,2,0,10,26567.0,184.0,184.0,R99,,2016.0,"Civil Rights, Social Action & Advocacy",0
475505608,UNITED PEOPLE FOR AFRICAN CONGRESS,,2105 RHODE ISLAND AVE NE,WASHINGTON,DC,20018-2836,0,3,3,1200,2020-09-01,1,15,0,1,1,202012.0,0,0,2,0,12,0.0,0.0,0.0,R99,,2020.0,"Civil Rights, Social Action & Advocacy",0
475598652,FREE THE PEOPLE FIGHT THE POWER FOUNDATION,% TERRY KIBBE,611 PENNSYLVANIA AVE SE NO 259,WASHINGTON,DC,20003-4303,0,3,3,2000,2016-07-01,1,15,0,1,1,202110.0,5,6,1,0,10,728272.0,1549000.0,1549000.0,R60,FREE THE PEOPLE FOUNDATION,2016.0,"Civil Rights, Social Action & Advocacy",0
475627734,CLEAN AFFORDABLE RELIABLE ELECTRICITY COALITION,% MCGUIRE WOODS LLP,2001 K ST NW STE 400,WASHINGTON,DC,20006-1040,0,6,3,2000,2018-01-01,2,0,0,1,1,202112.0,1,4,1,0,12,3189.0,210000.0,210000.0,C99,,2018.0,Environment,0
475681832,AFRICAN-AMERICAN COMMUNITY TRUST NFP,% OMARI KAMAL,5113 S HARPER AVE SUITE 2C,CHICAGO,IL,60615-4119,0,3,3,1000,2020-03-01,1,15,0,1,1,202212.0,1,1,2,0,12,311.0,580.0,580.0,R12,,2020.0,"Civil Rights, Social Action & Advocacy",0
510401308,OCEANA INC,% CHRIS SHARKEY,1025 CT AVENUE NW 200,WASHINGTON,DC,20036-0000,0,3,3,1000,2000-01-01,1,15,0,1,1,202112.0,9,8,1,0,12,64267240.0,36147671.0,35660414.0,C013,,2000.0,Environment,0
510402204,AMERICANS FOR JERUSALEM LTD,% AMERICANS FOR JERUSALEM LTD,1800 M ST NW STE 450N,WASHINGTON,DC,20036-5869,0,4,3,1000,2000-12-01,2,0,0,1,1,202112.0,2,3,1,0,12,21316.0,54723.0,54723.0,R99,,2000.0,"Civil Rights, Social Action & Advocacy",0
510501108,GREATER BROOKLAND GARDEN CLUB,% DEBBI RICH,3702 13TH ST NE,WASHINGTON,DC,20017-2519,0,3,3,1200,2008-05-01,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C42,,2008.0,Environment,0
510601578,LATINO LEADERS NETWORK INC,,1425 RHODE ISLAND AVE NW APT 20,WASHINGTON,DC,20005-5415,0,3,3,1000,2007-11-01,1,15,0,1,1,202112.0,3,4,1,0,12,78384.0,352924.0,352924.0,R22,,2007.0,"Civil Rights, Social Action & Advocacy",0
520895622,CHILDRENS DEFENSE FUND,% GIJS DELEEDE,840 1ST ST NE STE 300,WASHINGTON,DC,20002-8000,0,3,3,1200,1969-11-01,1,15,349327328,1,1,202109.0,9,8,1,0,9,55357932.0,43879402.0,43799827.0,R200,,1969.0,"Civil Rights, Social Action & Advocacy",0
520901863,ENVIRONMENTAL LAW INSTITUTE INC,% NINOSKA DIAZ,1730 M STREET NW SUITE 7,WASHINGTON,DC,20036-4542,0,3,3,2800,1970-05-01,1,16,120059000,1,1,202112.0,8,7,1,0,12,12016596.0,6944815.0,6844953.0,C300,,1970.0,Environment,0
520909444,NATIONAL ORGANIZATION FOR THE REFORM OF MARIJUANA LAWS,,1420 K ST NW STE 350,WASHINGTON,DC,20005-2531,0,4,3,1000,1998-01-01,2,0,125480000,1,1,202112.0,5,5,1,0,12,865817.0,718762.0,695661.0,R20,,1998.0,"Civil Rights, Social Action & Advocacy",0
520913158,MIGRANT LEGAL ACTION PROGRAM INC,,1001 CONNECTICUT AVE NW STE 915,WASHINGTON,DC,20036-5524,0,3,3,1200,1972-04-01,1,15,161180059,1,1,202112.0,6,4,1,0,12,1253215.0,192961.0,192961.0,R2XZ,,1972.0,"Civil Rights, Social Action & Advocacy",0
521002207,LABOR COUNCIL FOR LATIN AMERICAN ADVANCEMENT,,815 16TH ST NW 3RD FLOOR,WASHINGTON,DC,20006-4101,0,3,3,2100,1975-12-01,1,15,482261000,1,1,202112.0,5,5,1,0,12,599313.0,735870.0,735870.0,R400,,1975.0,"Civil Rights, Social Action & Advocacy",0
521009973,ALLIANCE FOR JUSTICE,,11 DUPONT CIR NW STE 500,WASHINGTON,DC,20036-1237,0,3,3,2800,1974-10-01,1,15,123124000,1,1,202112.0,8,7,1,0,12,16204744.0,8951680.0,6987184.0,R010,,1974.0,"Civil Rights, Social Action & Advocacy",0
521043444,CLEAN WATER FUND,,1444 EYE STREET NW 400,WASHINGTON,DC,20005-6538,0,3,3,2000,1977-06-01,1,15,350351000,1,1,202112.0,7,7,1,0,12,6131440.0,6611147.0,6555415.0,C052,,1977.0,Environment,0
521052547,HORTICULTURAL RESEARCH INSTITUTE ENDOWMENT FUND INC,,525 9TH ST NW 8TH FLOOR,WASHINGTON,DC,20004-2157,0,3,3,2800,1976-01-01,1,15,199123040,1,1,202112.0,8,6,1,0,12,20650624.0,2613351.0,2143577.0,C124,,1976.0,Environment,0
521059121,PENSION RIGHTS CENTER,,1050 30TH ST NW,WASHINGTON,DC,20007-3822,0,3,3,2000,1976-12-01,1,15,124125000,1,1,202112.0,6,6,1,0,12,1108027.0,1223333.0,1223333.0,R20Z,,1976.0,"Civil Rights, Social Action & Advocacy",0
521059820,MARCH FOR LIFE,% TOM MCCLUSKY,1012 14TH ST NW STE 300,WASHINGTON,DC,20005-3474,0,4,3,3000,2014-10-01,2,0,543000000,1,1,202112.0,3,4,1,0,12,90988.0,118492.0,118492.0,R62,,2014.0,"Civil Rights, Social Action & Advocacy",0
521072223,ASSOCIATION OF CLEAN WATER ADMINISTRATORS,,1634 I ST NW STE 750,WASHINGTON,DC,20006-4083,0,3,3,1000,1987-12-01,1,15,351353904,1,1,202206.0,6,6,1,0,6,1901416.0,1358092.0,1069409.0,C022,,1987.0,Environment,0
521082991,ALLIANCE TO SAVE ENERGY,% JESSICA HELTON,1850 M ST NW STE 610,WASHINGTON,DC,20036-5811,0,3,3,2000,1977-04-01,1,15,123529000,1,1,202112.0,6,6,1,0,12,1165957.0,3361158.0,3228003.0,C013,,1977.0,Environment,0
521087209,LEAGUE OF WOMEN VOTERS OF THE DISTRICT OF COLUMBIA,,1101 15TH STREET NW4TH FLOOR,WASHINGTON,DC,20005-5002,0,3,3,1000,1979-07-01,1,15,123481000,2,1,202203.0,4,3,1,0,3,330218.0,71367.0,70919.0,R400,,1979.0,"Civil Rights, Social Action & Advocacy",0
521104895,WOMENS RESEARCH AND EDUCATION INSTITUTE,,3808 BRIGHTON CT,ALEXANDRIA,VA,22305-1571,0,3,3,1200,1977-12-01,1,15,431124000,1,1,202012.0,0,0,2,0,12,0.0,0.0,0.0,R24Z,,1977.0,"Civil Rights, Social Action & Advocacy",0
521107953,PARTNERS FOR LIVABLE COMMUNITIES INC,,740 15TH ST NW 339,WASHINGTON,DC,20005-1019,0,3,3,1000,1978-02-01,1,15,900000000,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,C01,,1978.0,Environment,0
521124026,NATIONAL WATERWAYS FOUNDATION,,499 S CAPITOL ST SW STE 401,WASHINGTON,DC,20003-4004,0,3,3,1200,1978-12-01,1,15,602561000,1,1,202112.0,4,3,2,0,12,183351.0,40388.0,40388.0,C123,,1978.0,Environment,0
521135734,COUNCIL FOR ADVANCEMENT AND SUPPORT OF EDUCATION,,1201 I ST NW STE 530,WASHINGTON,DC,20005-5905,3139,3,9,1000,1978-11-01,1,16,603123124,5,1,202006.0,0,4,1,0,6,0.0,402778.0,402778.0,C00A,DISTRICT II,1978.0,Environment,0
521154102,ASSOCIATION OF ENVIRONMENTAL AND RESOURCE ECONOMISTS,% DR PAUL R PORTNEY,1616 P ST NW,WASHINGTON,DC,20036-1434,0,3,3,2000,1979-08-01,1,16,123120000,1,1,202112.0,1,0,2,0,12,1.0,0.0,0.0,C030,AERE,1979.0,Environment,0
521154418,CATHOLICS FOR CHOICE,,1436 U ST NW STE 301,WASHINGTON,DC,20009-3988,0,3,3,1000,1979-08-01,1,15,430000000,1,1,202112.0,8,8,1,0,12,16637766.0,17692446.0,3960237.0,R61Z,,1979.0,"Civil Rights, Social Action & Advocacy",0
521160561,CONGRESSIONAL BLACK CAUCUS FOUNDATION INC,% THE ORGANIZATION,1720 MASSACHUSETTS AVE NW,WASHINGTON,DC,20036-1903,0,3,3,1000,1979-10-01,1,15,124126040,1,1,202112.0,8,8,1,0,12,27522852.0,19283657.0,16990320.0,R22Z,,1979.0,"Civil Rights, Social Action & Advocacy",0
521185005,NATIONAL ASSOCIATION OF WOMEN JUDGES,,1001 CONNECTICUT AVE NW,WASHINGTON,DC,20036-5504,0,3,3,3000,1981-07-01,1,16,123149000,1,1,202112.0,5,5,1,0,12,707965.0,889245.0,770312.0,R24A,,1981.0,"Civil Rights, Social Action & Advocacy",0
521190664,NATIONAL ACTION COUNCIL FOR MINORITIES IN ENGINEERING INC,,1432 DUKE ST,ALEXANDRIA,VA,22314-3403,0,3,3,2000,1985-10-01,1,15,40000000,1,1,202208.0,8,7,1,0,8,23804838.0,7038461.0,6313836.0,R220,,1985.0,"Civil Rights, Social Action & Advocacy",0
521196708,FARMWORKER JUSTICE FUND INC,% BRUCE GOLDSTEIN,1126 16TH ST NW STE 270,WASHINGTON,DC,20036-4840,0,3,3,1200,1981-04-01,1,15,462461000,1,1,202112.0,6,6,1,0,12,1985057.0,2181787.0,2059609.0,R2XZ,,1981.0,"Civil Rights, Social Action & Advocacy",0
521204199,AMERICAN SOCIETY FOR PUBLIC ADMINISTRATION,% JUDY ENGLAND JOSEPH,1730 RHODE ISLAND AVE NW,WASHINGTON,DC,20036-3101,3166,3,9,1200,1981-03-01,1,16,59000000,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,C11,NATIONAL CAPITAL AREA CHAPTER,1981.0,Environment,0
521213972,RELIGIOUS COALITION FOR REPRODUCTIVE CHOICE,,1413 K ST NW 14TH FL,WASHINGTON,DC,20005-3405,0,3,3,1300,1980-12-01,1,15,123125000,1,1,202112.0,7,7,1,0,12,6087158.0,6639336.0,613349.0,R61P,,1980.0,"Civil Rights, Social Action & Advocacy",0
521231772,MARCH FOR LIFE EDUCATION AND DEFENSE FUND,,1012 14TH ST NW STE 300,WASHINGTON,DC,20005-3474,0,3,3,1200,1982-01-01,1,15,123430000,1,1,202112.0,6,6,1,0,12,2938096.0,3097093.0,3097093.0,R62Z,,1982.0,"Civil Rights, Social Action & Advocacy",0
521235124,AMERICAN FOREST FOUNDATION,,2000 M ST NW STE 500,WASHINGTON,DC,20036-3316,0,3,3,1000,1994-04-01,1,15,602000000,1,1,202112.0,9,9,1,0,12,186198942.0,289407969.0,70003323.0,C36Z,,1994.0,Environment,0
